competition,season,team_name,player_name,nation,position,age,born,matches_played,Playing Time_Starts,minutes,nineties,goals,assists,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,yellow_cards,red_cards,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,90s,Performance_2CrdY,fouls_committed,fouls_drawn,Performance_Off,crosses,interceptions,tackles_won,Performance_PKwon,Performance_PKcon,Performance_OG,Standard_Gls,shots,shots_on_target,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_PK,Standard_PKatt
GER-Bundesliga,2425,St Pauli,Erik Ahlstrand,SWE,MF,22,2001,5,0,43,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.5,0,0,0,1,0,1,0,,,0,0,0,0,,0.0,0.0,,,0,0
GER-Bundesliga,2425,St Pauli,Finley Stevens,WAL,DF,21,2003,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,,0,0,0,0,,0.0,0.0,,,0,0
GER-Bundesliga,2425,St Pauli,Hauke Wahl,GER,DF,30,1994,33,33,2970,33.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,33.0,0,13,15,2,8,29,29,,,0,0,11,4,36.4,0.33,0.12,0.0,0.0,0,0
GER-Bundesliga,2425,St Pauli,Jackson Irvine,AUS,MF,31,1993,29,29,2610,29.0,0,6,6,0,0,0,2,0,0.0,0.21,0.21,0.0,0.21,29.0,0,38,16,2,17,35,29,,,0,0,41,13,31.7,1.41,0.45,0.0,0.0,0,0
GER-Bundesliga,2425,St Pauli,James Sands,USA,MF,24,2000,7,5,453,5.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,5.0,0,11,5,1,2,6,7,,,0,0,1,0,0.0,0.2,0.0,0.0,,0,0
GER-Bundesliga,2425,St Pauli,Johannes Eggestein,GER,FW,26,1998,27,22,1853,20.6,3,4,7,2,1,2,3,0,0.15,0.19,0.34,0.1,0.29,20.6,0,12,12,14,35,0,4,,,0,3,36,13,36.1,1.75,0.63,0.06,0.15,1,2
GER-Bundesliga,2425,St Pauli,Karol Mets,EST,DF,31,1993,10,10,900,10.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,10.0,0,7,5,0,3,11,8,,,0,0,3,0,0.0,0.3,0.0,0.0,,0,0
GER-Bundesliga,2425,St Pauli,Lars Ritzka,GER,"MF,DF",26,1998,21,11,922,10.2,1,0,1,1,0,0,1,0,0.1,0.0,0.1,0.1,0.1,10.2,0,10,6,1,19,10,28,,,0,1,8,1,12.5,0.78,0.1,0.13,1.0,0,0
GER-Bundesliga,2425,St Pauli,Manolis Saliakas,GRE,MF,27,1996,30,26,2314,25.7,2,1,3,2,0,0,4,0,0.08,0.04,0.12,0.08,0.12,25.7,0,16,15,0,83,16,23,,,0,2,29,6,20.7,1.13,0.23,0.07,0.33,0,0
GER-Bundesliga,2425,St Pauli,Maurides,BRA,FW,30,1994,1,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,,0,0,0,0,,0.0,0.0,,,0,0
GER-Bundesliga,2425,St Pauli,Morgan Guilavogui,GUI,"FW,MF",26,1998,25,21,1807,20.1,6,2,8,6,0,0,6,0,0.3,0.1,0.4,0.3,0.4,20.1,0,47,34,11,10,13,19,,,0,6,41,15,36.6,2.04,0.75,0.15,0.4,0,0
GER-Bundesliga,2425,St Pauli,Nikola Vasilj,BIH,GK,28,1995,33,33,2969,33.0,0,0,0,0,0,0,2,1,0.0,0.0,0.0,0.0,0.0,33.0,1,1,1,0,0,0,0,,,0,0,0,0,,0.0,0.0,,,0,0
GER-Bundesliga,2425,St Pauli,Noah Weißhaupt,GER,"FW,MF",22,2001,19,13,1160,12.9,1,0,1,1,0,0,0,0,0.08,0.0,0.08,0.08,0.08,12.9,0,10,42,6,72,1,6,,,0,1,18,4,22.2,1.4,0.31,0.06,0.25,0,0
GER-Bundesliga,2425,St Pauli,Philipp Treu,GER,MF,23,2000,33,33,2881,32.0,0,2,2,0,0,0,2,0,0.0,0.06,0.06,0.0,0.06,32.0,0,20,36,2,59,22,43,,,1,0,18,4,22.2,0.56,0.12,0.0,0.0,0,0
GER-Bundesliga,2425,St Pauli,Robert Wagner,GER,MF,21,2003,12,5,407,4.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,4.5,0,6,5,0,2,2,4,,,0,0,2,0,0.0,0.44,0.0,0.0,,0,0
GER-Bundesliga,2425,St Pauli,Scott Banks,SCO,MF,22,2001,12,0,116,1.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,1.3,0,2,4,0,6,2,1,,,0,0,3,0,0.0,2.33,0.0,0.0,,0,0
GER-Bundesliga,2425,St Pauli,Siebe Van Der Heyden,BEL,"DF,MF",26,1998,13,11,872,9.7,1,0,1,1,0,0,4,1,0.1,0.0,0.1,0.1,0.1,9.7,1,16,9,0,18,15,10,,,0,1,3,2,66.7,0.31,0.21,0.33,0.5,0,0
GER-Bundesliga,2425,Stuttgart,Alexander Nübel,GER,GK,27,1996,34,34,3060,34.0,0,1,1,0,0,0,0,0,0.0,0.03,0.03,0.0,0.03,34.0,0,0,4,0,0,0,0,,,0,0,0,0,,0.0,0.0,,,0,0
GER-Bundesliga,2425,Stuttgart,Ameen Al-Dakhil,BEL,DF,22,2002,7,6,432,4.8,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,4.8,0,4,5,0,0,9,6,,,0,0,1,0,0.0,0.21,0.0,0.0,,0,0
GER-Bundesliga,2425,Stuttgart,Angelo Stiller,GER,MF,23,2001,32,31,2741,30.5,1,8,9,1,0,0,6,0,0.03,0.26,0.3,0.03,0.3,30.5,0,21,48,1,94,26,26,,,1,1,21,4,19.0,0.69,0.13,0.05,0.25,0,0
GER-Bundesliga,2425,Stuttgart,Anrie Chase,JPN,DF,20,2004,12,7,734,8.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,8.2,0,12,2,0,4,9,5,,,0,0,5,0,0.0,0.61,0.0,0.0,,0,0
GER-Bundesliga,2425,Stuttgart,Anthony Rouault,FRA,DF,23,2001,18,14,1212,13.5,1,0,1,1,0,0,1,0,0.07,0.0,0.07,0.07,0.07,13.5,0,19,8,0,1,17,11,,,0,1,5,1,20.0,0.37,0.07,0.2,1.0,0,0
GER-Bundesliga,2425,Stuttgart,Atakan Karazor,TUR,MF,27,1996,32,31,2618,29.1,2,4,6,2,0,0,10,1,0.07,0.14,0.21,0.07,0.21,29.1,1,37,59,2,4,33,32,,,0,2,14,7,50.0,0.48,0.24,0.14,0.29,0,0
GER-Bundesliga,2425,Stuttgart,Chris Führich,GER,MF,26,1998,33,23,1981,22.0,2,3,5,2,0,0,1,0,0.09,0.14,0.23,0.09,0.23,22.0,0,9,6,1,83,7,11,,,0,2,36,12,33.3,1.64,0.55,0.06,0.17,0,0
GER-Bundesliga,2425,Stuttgart,Dan-Axel Zagadou,FRA,DF,25,1999,2,0,29,0.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.3,0,1,0,0,0,1,0,,,0,0,0,0,,0.0,0.0,,,0,0
GER-Bundesliga,2425,Stuttgart,Deniz Undav,GER,"FW,MF",28,1996,27,20,1726,19.2,9,3,12,9,0,0,4,0,0.47,0.16,0.63,0.47,0.63,19.2,0,25,22,12,11,2,10,,,0,9,75,31,41.3,3.91,1.62,0.12,0.29,0,0
GER-Bundesliga,2425,Stuttgart,El Bilal Touré,MLI,FW,22,2001,12,3,356,4.0,2,1,3,2,0,0,0,0,0.51,0.25,0.76,0.51,0.76,4.0,0,9,3,1,0,0,1,,,0,2,14,4,28.6,3.54,1.01,0.14,0.5,0,0
GER-Bundesliga,2425,Stuttgart,Enzo Millot,FRA,MF,22,2002,29,22,1843,20.5,6,5,11,6,0,1,9,0,0.29,0.24,0.54,0.29,0.54,20.5,0,25,37,3,41,13,13,,,0,6,44,19,43.2,2.15,0.93,0.14,0.32,0,1
GER-Bundesliga,2425,Stuttgart,Ermedin Demirović,BIH,FW,26,1998,34,20,1855,20.6,15,1,16,15,0,2,2,0,0.73,0.05,0.78,0.73,0.78,20.6,0,24,27,18,3,1,7,,,0,15,65,30,46.2,3.15,1.46,0.23,0.5,0,2
GER-Bundesliga,2425,Stuttgart,Fabian Rieder,SUI,MF,22,2002,21,8,867,9.6,1,3,4,1,0,0,1,0,0.1,0.31,0.42,0.1,0.42,9.6,0,14,11,0,40,11,15,,,0,1,20,7,35.0,2.08,0.73,0.05,0.14,0,0
GER-Bundesliga,2425,Stuttgart,Finn Jeltsch,GER,DF,18,2006,12,9,780,8.7,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,8.7,0,7,5,0,3,13,14,,,0,0,2,0,0.0,0.23,0.0,0.0,,0,0
GER-Bundesliga,2425,Stuttgart,Frans Krätzig,GER,DF,21,2003,1,1,56,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.6,0,1,0,0,1,0,1,,,0,0,0,0,,0.0,0.0,,,0,0
GER-Bundesliga,2425,Stuttgart,Jacob Bruun Larsen,DEN,MF,25,1998,15,3,414,4.6,1,0,1,1,0,0,1,0,0.22,0.0,0.22,0.22,0.22,4.6,0,2,2,6,17,1,1,,,0,1,6,3,50.0,1.3,0.65,0.17,0.33,0,0
GER-Bundesliga,2425,Stuttgart,Jamie Leweling,GER,MF,23,2001,27,22,1663,18.5,2,2,4,2,0,0,4,0,0.11,0.11,0.22,0.11,0.22,18.5,0,17,29,4,57,11,7,,,0,2,29,16,55.2,1.57,0.87,0.07,0.13,0,0
GER-Bundesliga,2425,Stuttgart,Jarzinho Malanga,GER,MF,18,2006,1,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,,0,0,0,0,,0.0,0.0,,,0,0
GER-Bundesliga,2425,Stuttgart,Josha Vagnoman,GER,"DF,MF",23,2000,26,19,1834,20.4,1,1,2,1,0,0,4,0,0.05,0.05,0.1,0.05,0.1,20.4,0,18,20,0,44,14,13,,,0,1,15,7,46.7,0.74,0.34,0.07,0.14,0,0
GER-Bundesliga,2425,Stuttgart,Julian Chabot,GER,DF,26,1998,31,27,2269,25.2,3,1,4,3,0,0,11,1,0.12,0.04,0.16,0.12,0.16,25.2,1,35,28,5,2,35,25,,,0,3,19,4,21.1,0.75,0.16,0.16,0.75,0,0
GER-Bundesliga,2425,Stuttgart,Justin Diehl,GER,MF,19,2004,6,0,104,1.2,1,0,1,1,0,0,0,0,0.87,0.0,0.87,0.87,0.87,1.2,0,2,0,0,10,0,0,,,0,1,7,1,14.3,6.06,0.87,0.14,1.0,0,0
GER-Bundesliga,2425,Stuttgart,Leonidas Stergiou,SUI,DF,22,2002,12,11,852,9.5,1,2,3,1,0,0,0,1,0.11,0.21,0.32,0.11,0.32,9.5,0,6,0,1,14,14,11,,,0,1,3,1,33.3,0.32,0.11,0.33,1.0,0,0
GER-Bundesliga,2425,Stuttgart,Luca Jaquez,SUI,DF,21,2003,5,2,253,2.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.8,0,4,0,0,1,3,0,,,0,0,1,0,0.0,0.36,0.0,0.0,,0,0
GER-Bundesliga,2425,Stuttgart,Maximilian Mittelstädt,GER,"DF,MF",27,1997,31,28,2469,27.4,1,7,8,1,0,0,5,0,0.04,0.26,0.29,0.04,0.29,27.4,0,24,38,2,166,47,55,,,0,1,21,4,19.0,0.77,0.15,0.05,0.25,0,0
GER-Bundesliga,2425,Stuttgart,Nick Woltemade,GER,"FW,MF",22,2002,28,17,1622,18.0,12,2,14,10,2,3,5,1,0.67,0.11,0.78,0.55,0.67,18.0,1,24,35,6,6,1,6,,,0,12,49,26,53.1,2.72,1.44,0.2,0.38,2,3
GER-Bundesliga,2425,Stuttgart,Nikolas Nartey,DEN,MF,24,2000,1,0,22,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.2,0,0,0,0,0,0,0,,,0,0,0,0,,0.0,0.0,,,0,0
GER-Bundesliga,2425,Stuttgart,Pascal Stenzel,GER,DF,28,1996,10,4,290,3.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.2,0,4,2,0,27,2,2,,,0,0,8,2,25.0,2.48,0.62,0.0,0.0,0,0
GER-Bundesliga,2425,Stuttgart,Ramon Hendriks,NED,DF,23,2001,25,10,1154,12.8,0,1,1,0,0,0,3,0,0.0,0.08,0.08,0.0,0.08,12.8,0,12,14,0,12,15,11,,,0,0,5,1,20.0,0.39,0.08,0.0,0.0,0,0
GER-Bundesliga,2425,Stuttgart,Yannik Keitel,GER,MF,24,2000,11,2,270,3.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,3.0,0,2,6,0,2,4,6,,,0,0,5,2,40.0,1.67,0.67,0.0,0.0,0,0
GER-Bundesliga,2425,Union Berlin,Alexander Schwolow,GER,GK,32,1992,6,6,540,6.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,6.0,0,0,0,0,0,0,0,,,0,0,0,0,,0.0,0.0,,,0,0
GER-Bundesliga,2425,Union Berlin,Aljoscha Kemlein,GER,MF,19,2004,15,11,922,10.2,1,0,1,1,0,0,3,0,0.1,0.0,0.1,0.1,0.1,10.2,0,15,2,1,5,7,5,,,0,1,11,3,27.3,1.07,0.29,0.09,0.33,0,0
GER-Bundesliga,2425,Union Berlin,Andrej Ilic,SRB,FW,24,2000,16,11,937,10.4,7,0,7,6,1,1,1,0,0.67,0.0,0.67,0.58,0.58,10.4,0,14,8,8,3,3,2,,,0,7,27,11,40.7,2.59,1.06,0.22,0.55,1,1
GER-Bundesliga,2425,Union Berlin,András Schäfer,HUN,MF,25,1999,26,17,1534,17.0,1,1,2,1,0,0,3,0,0.06,0.06,0.12,0.06,0.12,17.0,0,27,33,0,17,24,25,,,0,1,12,1,8.3,0.7,0.06,0.08,1.0,0,0
GER-Bundesliga,2425,Union Berlin,Benedict Hollerbach,GER,"FW,MF",23,2001,34,30,2540,28.2,9,1,10,9,0,0,3,0,0.32,0.04,0.35,0.32,0.35,28.2,0,43,45,17,73,3,20,,,0,9,77,24,31.2,2.73,0.85,0.12,0.38,0,0
GER-Bundesliga,2425,Union Berlin,Christopher Trimmel,AUT,"MF,DF",37,1987,26,20,1740,19.3,0,3,3,0,0,0,5,0,0.0,0.16,0.16,0.0,0.16,19.3,0,14,5,1,109,17,24,,,0,0,9,3,33.3,0.47,0.16,0.0,0.0,0,0
GER-Bundesliga,2425,Union Berlin,Danilho Doekhi,NED,DF,26,1998,34,34,3060,34.0,1,1,2,1,0,0,4,0,0.03,0.03,0.06,0.03,0.06,34.0,0,36,14,2,10,44,23,,,0,1,32,4,12.5,0.94,0.12,0.03,0.25,0,0
GER-Bundesliga,2425,Union Berlin,David Preu,GER,MF,19,2004,5,1,121,1.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,1.3,0,1,1,1,4,0,0,,,0,0,2,0,0.0,1.49,0.0,0.0,,0,0
GER-Bundesliga,2425,Union Berlin,Diogo Leite,POR,DF,25,1999,30,29,2546,28.3,1,2,3,1,0,0,3,0,0.04,0.07,0.11,0.04,0.11,28.3,0,25,37,2,9,53,34,,,1,1,18,8,44.4,0.64,0.28,0.06,0.13,0,0
GER-Bundesliga,2425,Union Berlin,Frederik Rønnow,DEN,GK,31,1992,28,28,2520,28.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,28.0,0,0,4,0,0,0,0,,,0,0,1,0,0.0,0.04,0.0,0.0,,0,0
GER-Bundesliga,2425,Union Berlin,Ivan Prtajin,CRO,FW,28,1996,5,2,161,1.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.8,0,1,1,2,3,0,2,,,0,0,8,2,25.0,4.47,1.12,0.0,0.0,0,0
GER-Bundesliga,2425,Union Berlin,Janik Haberer,GER,MF,30,1994,28,21,1696,18.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,18.8,0,21,15,3,15,18,28,,,0,0,15,3,20.0,0.8,0.16,0.0,0.0,0,0
GER-Bundesliga,2425,Union Berlin,Jeong Woo-yeong,KOR,"MF,FW",24,1999,23,17,1263,14.0,3,2,5,3,0,0,2,0,0.21,0.14,0.36,0.21,0.36,14.0,0,16,15,4,37,11,7,,,0,3,25,6,24.0,1.78,0.43,0.12,0.5,0,0
GER-Bundesliga,2425,Union Berlin,Jordan Pefok,USA,FW,28,1996,18,10,908,10.1,0,1,1,0,0,0,2,0,0.0,0.1,0.1,0.0,0.1,10.1,0,22,15,7,0,4,6,,,0,0,23,8,34.8,2.28,0.79,0.0,0.0,0,0
GER-Bundesliga,2425,Union Berlin,Josip Juranović,CRO,"MF,DF",28,1995,17,13,1159,12.9,0,1,1,0,0,0,4,0,0.0,0.08,0.08,0.0,0.08,12.9,0,8,6,1,77,6,13,,,0,0,6,2,33.3,0.47,0.16,0.0,0.0,0,0
GER-Bundesliga,2425,Union Berlin,Jérôme Roussillon,GLP,DF,31,1993,7,1,136,1.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.5,0,1,3,0,10,2,0,,,0,0,2,0,0.0,1.32,0.0,0.0,,0,0
GER-Bundesliga,2425,Union Berlin,Kevin Vogt,GER,DF,32,1991,18,16,1367,15.2,1,0,1,0,1,1,6,0,0.07,0.0,0.07,0.0,0.0,15.2,0,10,7,0,0,9,7,,,0,1,1,1,100.0,0.07,0.07,0.0,0.0,1,1
GER-Bundesliga,2425,Union Berlin,Kevin Volland,GER,"FW,MF",32,1992,4,0,61,0.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.7,0,3,0,0,0,0,0,,,0,0,0,0,,0.0,0.0,,,0,0
GER-Bundesliga,2425,Union Berlin,Leopold Querfeld,AUT,DF,20,2003,27,17,1747,19.4,2,2,4,2,0,0,8,0,0.1,0.1,0.21,0.1,0.21,19.4,0,20,13,0,1,17,15,,,0,2,16,4,25.0,0.82,0.21,0.13,0.5,0,0
GER-Bundesliga,2425,Union Berlin,Lucas Tousart,FRA,MF,27,1997,15,6,561,6.2,0,1,1,0,0,0,2,0,0.0,0.16,0.16,0.0,0.16,6.2,0,11,6,0,2,6,9,,,0,0,9,5,55.6,1.44,0.8,0.0,0.0,0,0
GER-Bundesliga,2425,Union Berlin,László Bénes,SVK,"MF,FW",26,1997,23,3,589,6.5,2,1,3,2,0,0,4,0,0.31,0.15,0.46,0.31,0.46,6.5,0,10,4,1,49,4,3,,,0,2,19,7,36.8,2.9,1.07,0.11,0.29,0,0
GER-Bundesliga,2425,Union Berlin,Marin Ljubicic,CRO,FW,22,2002,13,1,281,3.1,1,1,2,1,0,0,1,0,0.32,0.32,0.64,0.32,0.64,3.1,0,9,8,1,1,0,1,,,0,1,2,1,50.0,0.64,0.32,0.5,1.0,0,0
GER-Bundesliga,2425,Union Berlin,Rani Khedira,TUN,MF,30,1994,32,31,2723,30.3,1,1,2,1,0,0,7,0,0.03,0.03,0.07,0.03,0.07,30.3,0,44,19,1,22,47,42,,,0,1,14,1,7.1,0.46,0.03,0.07,1.0,0,0
GER-Bundesliga,2425,Union Berlin,Robert Skov,DEN,"MF,DF",28,1996,15,11,852,9.5,2,2,4,1,1,1,1,0,0.21,0.21,0.42,0.11,0.32,9.5,0,14,10,1,62,9,10,,,0,2,17,6,35.3,1.8,0.63,0.06,0.17,1,1
GER-Bundesliga,2425,Union Berlin,Robin Gosens,GER,MF,30,1994,1,1,90,1.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0,5,0,0,1,1,0,,,0,0,1,0,0.0,1.0,0.0,0.0,,0,0
GER-Bundesliga,2425,Union Berlin,Tim Skarke,GER,"FW,MF",27,1996,33,11,1164,12.9,0,2,2,0,0,0,1,0,0.0,0.15,0.15,0.0,0.15,12.9,0,10,15,10,28,5,12,,,0,0,20,9,45.0,1.55,0.7,0.0,0.0,0,0
GER-Bundesliga,2425,Union Berlin,Tom Rothe,GER,"MF,DF",19,2004,26,19,1670,18.6,3,3,6,3,0,0,4,1,0.16,0.16,0.32,0.16,0.32,18.6,0,25,11,2,46,18,30,,,0,3,22,9,40.9,1.19,0.49,0.14,0.33,0,0
GER-Bundesliga,2425,Union Berlin,Yorbe Vertessen,BEL,"MF,FW",23,2001,17,7,718,8.0,1,0,1,1,0,0,2,0,0.13,0.0,0.13,0.13,0.13,8.0,0,14,17,2,23,3,4,,,0,1,27,5,18.5,3.38,0.63,0.04,0.2,0,0
GER-Bundesliga,2425,Werder Bremen,Amos Pieper,GER,DF,26,1998,23,16,1498,16.6,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,16.6,0,11,11,0,4,23,17,,,0,0,7,1,14.3,0.42,0.06,0.0,0.0,0,0
GER-Bundesliga,2425,Werder Bremen,André Silva,POR,FW,28,1995,7,4,375,4.2,1,0,1,0,1,2,1,0,0.24,0.0,0.24,0.0,0.0,4.2,0,4,7,2,2,0,2,,,0,1,14,7,50.0,3.36,1.68,0.0,0.0,1,2
GER-Bundesliga,2425,Werder Bremen,Anthony Jung,GER,DF,32,1991,28,20,1898,21.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,21.1,0,9,15,2,4,26,21,,,0,0,1,0,0.0,0.05,0.0,0.0,,0,0
GER-Bundesliga,2425,Werder Bremen,Derrick Köhn,GHA,"MF,DF",25,1999,27,14,1343,14.9,2,2,4,2,0,0,2,0,0.13,0.13,0.27,0.13,0.27,14.9,0,14,19,4,56,11,12,,,0,2,13,4,30.8,0.87,0.27,0.15,0.5,0,0
GER-Bundesliga,2425,Werder Bremen,Felix Agu,NGA,MF,24,1999,22,21,1751,19.5,3,0,3,3,0,0,1,0,0.15,0.0,0.15,0.15,0.15,19.5,0,11,43,4,50,19,16,,,1,3,10,5,50.0,0.51,0.26,0.3,0.6,0,0
GER-Bundesliga,2425,Werder Bremen,Issa Kaboré,BFA,MF,23,2001,9,3,308,3.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.4,0,4,8,1,19,2,5,,,0,0,7,0,0.0,2.05,0.0,0.0,,0,0
GER-Bundesliga,2425,Werder Bremen,Jens Stage,DEN,MF,27,1996,28,26,2204,24.5,10,5,15,10,0,0,10,0,0.41,0.2,0.61,0.41,0.61,24.5,0,37,30,4,24,18,29,,,0,10,44,15,34.1,1.8,0.61,0.23,0.67,0,0
GER-Bundesliga,2425,Werder Bremen,Julián Malatini,ARG,DF,23,2001,10,5,454,5.0,1,1,2,1,0,0,1,0,0.2,0.2,0.4,0.2,0.4,5.0,0,9,5,0,3,7,9,,,0,1,3,1,33.3,0.59,0.2,0.33,1.0,0,0
GER-Bundesliga,2425,Werder Bremen,Justin Njinmah,GER,"FW,MF",23,2000,26,10,952,10.6,3,2,5,3,0,0,1,0,0.28,0.19,0.47,0.28,0.47,10.6,0,7,17,12,19,4,1,,,0,3,31,7,22.6,2.93,0.66,0.1,0.43,0,0
GER-Bundesliga,2425,Werder Bremen,Keke Topp,GER,FW,20,2004,19,1,252,2.8,2,2,4,2,0,0,1,0,0.71,0.71,1.43,0.71,1.43,2.8,0,8,6,2,6,1,1,,,0,2,7,4,57.1,2.5,1.43,0.29,0.5,0,0
GER-Bundesliga,2425,Werder Bremen,Leonardo Bittencourt,GER,MF,30,1993,27,10,982,10.9,2,1,3,2,0,0,3,0,0.18,0.09,0.27,0.18,0.27,10.9,0,15,19,2,23,15,8,,,0,2,27,9,33.3,2.47,0.82,0.07,0.22,0,0
GER-Bundesliga,2425,Werder Bremen,Marco Friedl,AUT,DF,26,1998,26,25,2161,24.0,0,0,0,0,0,0,10,2,0.0,0.0,0.0,0.0,0.0,24.0,1,26,16,3,2,36,41,,,2,0,4,3,75.0,0.17,0.12,0.0,0.0,0,0
GER-Bundesliga,2425,Werder Bremen,Marco Grüll,AUT,"FW,MF",26,1998,30,13,1181,13.1,6,1,7,6,0,0,1,0,0.46,0.08,0.53,0.46,0.53,13.1,0,22,31,6,21,5,10,,,0,6,25,10,40.0,1.91,0.76,0.24,0.6,0,0
GER-Bundesliga,2425,Werder Bremen,Marvin Ducksch,GER,FW,30,1994,32,30,2418,26.9,8,8,16,7,1,2,3,0,0.3,0.3,0.6,0.26,0.56,26.9,0,6,17,14,169,7,6,,,0,8,71,29,40.8,2.64,1.08,0.1,0.24,1,2
GER-Bundesliga,2425,Werder Bremen,Michael Zetterer,GER,GK,29,1995,34,34,3060,34.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,34.0,0,0,6,0,0,1,0,,,0,0,0,0,,0.0,0.0,,,0,0
GER-Bundesliga,2425,Werder Bremen,Miloš Veljković,SRB,DF,28,1995,14,11,1029,11.4,0,1,1,0,0,0,1,0,0.0,0.09,0.09,0.0,0.09,11.4,0,5,3,2,9,3,5,,,0,0,2,1,50.0,0.17,0.09,0.0,0.0,0,0
GER-Bundesliga,2425,Werder Bremen,Mitchell Weiser,GER,MF,30,1994,32,32,2868,31.9,5,9,14,5,0,0,9,1,0.16,0.28,0.44,0.16,0.44,31.9,1,30,45,1,80,22,42,,,0,5,43,15,34.9,1.35,0.47,0.12,0.33,0,0
GER-Bundesliga,2425,Werder Bremen,Niklas Stark,GER,DF,29,1995,26,25,2106,23.4,0,1,1,0,0,0,6,1,0.0,0.04,0.04,0.0,0.04,23.4,1,30,28,2,4,36,24,,,0,0,12,3,25.0,0.51,0.13,0.0,0.0,0,0
GER-Bundesliga,2425,Werder Bremen,Oliver Burke,SCO,FW,27,1997,25,9,908,10.1,5,0,5,5,0,0,4,0,0.5,0.0,0.5,0.5,0.5,10.1,0,12,2,8,20,2,4,,,0,5,35,13,37.1,3.47,1.29,0.14,0.38,0,0
GER-Bundesliga,2425,Werder Bremen,Olivier Deman,BEL,"DF,FW",24,2000,9,0,67,0.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.7,0,1,2,0,6,4,3,,,0,0,0,0,,0.0,0.0,,,0,0
GER-Bundesliga,2425,Werder Bremen,Romano Schmid,AUT,MF,24,2000,32,32,2834,31.5,5,4,9,4,1,1,4,0,0.16,0.13,0.29,0.13,0.25,31.5,0,28,42,3,143,12,25,,,0,5,48,15,31.3,1.52,0.48,0.08,0.27,1,1
GER-Bundesliga,2425,Werder Bremen,Senne Lynen,BEL,MF,25,1999,32,32,2733,30.4,0,1,1,0,0,0,9,0,0.0,0.03,0.03,0.0,0.03,30.4,0,39,25,0,5,64,38,,,0,0,24,3,12.5,0.79,0.1,0.0,0.0,0,0
GER-Bundesliga,2425,Werder Bremen,Skelly Alvero,FRA,MF,22,2002,12,1,236,2.6,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,2.6,0,7,5,0,0,2,6,,,0,0,1,0,0.0,0.38,0.0,0.0,,0,0
GER-Bundesliga,2425,Wolfsburg,Andreas Skov Olsen,DEN,"MF,FW",24,1999,12,4,535,5.9,1,1,2,1,0,0,0,0,0.17,0.17,0.34,0.17,0.34,5.9,0,2,3,2,29,2,7,,,0,1,7,1,14.3,1.18,0.17,0.14,1.0,0,0
