competition,season,team_name,player_name,nation,position,age,born,matches_played,Playing Time_Starts,minutes,nineties,goals,assists,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,yellow_cards,red_cards,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,90s,Performance_2CrdY,fouls_committed,fouls_drawn,Performance_Off,crosses,interceptions,tackles_won,Performance_PKwon,Performance_PKcon,Performance_OG,Standard_Gls,shots,shots_on_target,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_PK,Standard_PKatt
FRA-Ligue 1,2425,Le Havre,Emmanuel Sabbi,USA,"MF,FW",26,1997,15,7,653,7.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,7.3,0,11,16,2,15,3,7,,,0,0,15,5,33.3,2.07,0.69,0.0,0.0,0,0
FRA-Ligue 1,2425,Le Havre,Etienne Youte Kinkoue,FRA,DF,22,2002,28,26,2320,25.8,0,0,0,0,0,0,4,1,0.0,0.0,0.0,0.0,0.0,25.8,0,14,6,0,2,29,10,,,1,0,14,2,14.3,0.54,0.08,0.0,0.0,0,0
FRA-Ligue 1,2425,Le Havre,Fodé Ballo-Touré,SEN,"DF,MF",27,1997,10,9,589,6.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,6.5,0,3,14,0,21,5,7,,,0,0,0,0,,0.0,0.0,,,0,0
FRA-Ligue 1,2425,Le Havre,Gautier Lloris,FRA,DF,29,1995,31,31,2768,30.8,2,1,3,2,0,0,5,0,0.07,0.03,0.1,0.07,0.1,30.8,0,31,7,2,3,35,44,,,0,2,11,2,18.2,0.36,0.07,0.18,1.0,0,0
FRA-Ligue 1,2425,Le Havre,Ilyes Housni,FRA,FW,19,2005,12,3,230,2.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.6,0,4,5,1,5,1,5,,,0,0,5,0,0.0,1.96,0.0,0.0,,0,0
FRA-Ligue 1,2425,Le Havre,Issa Soumaré,SEN,"MF,FW",23,2000,29,21,1902,21.1,5,4,9,5,0,0,0,0,0.24,0.19,0.43,0.24,0.43,21.1,0,17,61,4,43,14,14,,,0,5,43,19,44.2,2.03,0.9,0.12,0.26,0,0
FRA-Ligue 1,2425,Le Havre,Josué Casimir,HAI,"MF,FW",22,2001,27,23,1997,22.2,4,4,8,4,0,0,5,0,0.18,0.18,0.36,0.18,0.36,22.2,0,29,46,8,86,6,28,,,0,4,27,10,37.0,1.22,0.45,0.15,0.4,0,0
FRA-Ligue 1,2425,Le Havre,Junior Mwanga,FRA,MF,21,2003,11,11,952,10.6,1,2,3,1,0,0,1,1,0.09,0.19,0.28,0.09,0.28,10.6,0,19,6,0,21,7,16,,,0,1,16,4,25.0,1.51,0.38,0.06,0.25,0,0
FRA-Ligue 1,2425,Le Havre,Kandet Diawara,GUI,MF,24,2000,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,,0,0,0,0,,0.0,0.0,,,0,0
FRA-Ligue 1,2425,Le Havre,Koka,EGY,FW,31,1993,16,10,851,9.5,3,1,4,2,1,1,2,0,0.32,0.11,0.42,0.21,0.32,9.5,0,14,2,1,0,4,2,,,0,3,21,9,42.9,2.22,0.95,0.1,0.22,1,1
FRA-Ligue 1,2425,Le Havre,Loïc Nego,HUN,"DF,MF",33,1991,31,28,2459,27.3,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,27.3,0,27,28,5,75,29,35,,,0,0,11,2,18.2,0.4,0.07,0.0,0.0,0,0
FRA-Ligue 1,2425,Le Havre,Mahamadou Diawara,FRA,MF,19,2005,15,6,582,6.5,0,1,1,0,0,0,0,0,0.0,0.15,0.15,0.0,0.15,6.5,0,15,7,0,5,13,13,,,0,0,7,1,14.3,1.08,0.15,0.0,0.0,0,0
FRA-Ligue 1,2425,Le Havre,Mathieu Gorgelin,FRA,GK,33,1990,16,16,1440,16.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,16.0,0,0,2,0,0,0,1,,,0,0,0,0,,0.0,0.0,,,0,0
FRA-Ligue 1,2425,Le Havre,Mathéo Bodmer,FRA,DF,20,2004,1,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0,1,0,0,0,0,0,,,0,0,0,0,,0.0,0.0,,,0,0
FRA-Ligue 1,2425,Le Havre,Oussama Targhalline,MAR,MF,22,2002,14,12,990,11.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,11.0,0,12,10,4,17,19,13,,,0,0,5,0,0.0,0.45,0.0,0.0,,0,0
FRA-Ligue 1,2425,Le Havre,Rassoul Ndiaye,SEN,MF,22,2001,27,11,1061,11.8,1,0,1,1,0,0,2,0,0.08,0.0,0.08,0.08,0.08,11.8,0,12,10,1,32,12,25,,,0,1,18,5,27.8,1.53,0.42,0.06,0.2,0,0
FRA-Ligue 1,2425,Le Havre,Samuel Grandsir,FRA,"FW,MF",27,1996,6,0,84,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.9,0,2,0,0,5,0,5,,,0,0,0,0,,0.0,0.0,,,0,0
FRA-Ligue 1,2425,Le Havre,Steve Ngoura,FRA,FW,19,2005,8,2,289,3.2,1,0,1,1,0,0,0,0,0.31,0.0,0.31,0.31,0.31,3.2,0,5,1,2,2,0,2,,,0,1,10,3,30.0,3.11,0.93,0.1,0.33,0,0
FRA-Ligue 1,2425,Le Havre,Timothee Pembele,FRA,"DF,MF",21,2002,20,12,1113,12.4,1,0,1,1,0,0,3,0,0.08,0.0,0.08,0.08,0.08,12.4,0,9,11,1,28,12,22,,,0,1,8,3,37.5,0.65,0.24,0.13,0.33,0,0
FRA-Ligue 1,2425,Le Havre,Yanis Zouaoui,ALG,"DF,MF",26,1998,17,9,976,10.8,0,2,2,0,0,0,3,0,0.0,0.18,0.18,0.0,0.18,10.8,0,8,13,1,111,7,9,,,0,0,5,2,40.0,0.46,0.18,0.0,0.0,0,0
FRA-Ligue 1,2425,Le Havre,Yassine Kechta,MAR,"MF,FW",22,2002,31,25,2096,23.3,2,0,2,2,0,0,4,0,0.09,0.0,0.09,0.09,0.09,23.3,0,42,33,4,36,24,37,,,0,2,29,9,31.0,1.25,0.39,0.07,0.22,0,0
FRA-Ligue 1,2425,Le Havre,Yoann Salmier,GUF,DF,31,1992,13,9,797,8.9,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,8.9,0,9,3,0,1,9,6,,,0,0,5,3,60.0,0.56,0.34,0.0,0.0,0,0
FRA-Ligue 1,2425,Lens,Abdukodir Khusanov,UZB,DF,20,2004,13,11,975,10.8,0,0,0,0,0,0,2,1,0.0,0.0,0.0,0.0,0.0,10.8,0,13,3,0,5,26,11,,,0,0,6,5,83.3,0.55,0.46,0.0,0.0,0,0
FRA-Ligue 1,2425,Lens,Abdulai Juma Bah,SLE,DF,18,2006,10,8,686,7.6,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,7.6,0,7,1,0,0,16,9,,,0,0,2,1,50.0,0.26,0.13,0.0,0.0,0,0
FRA-Ligue 1,2425,Lens,Adrien Thomasson,FRA,MF,30,1993,33,31,2615,29.1,3,7,10,3,0,0,7,0,0.1,0.24,0.34,0.1,0.34,29.1,0,51,48,7,59,20,48,,,0,3,41,13,31.7,1.41,0.45,0.07,0.23,0,0
FRA-Ligue 1,2425,Lens,Anass Zaroury,MAR,"MF,FW",23,2000,28,16,1405,15.6,2,2,4,2,0,0,3,1,0.13,0.13,0.26,0.13,0.26,15.6,1,13,24,2,126,6,17,,,0,2,35,12,34.3,2.24,0.77,0.06,0.17,0,0
FRA-Ligue 1,2425,Lens,Andy Diouf,FRA,MF,21,2003,34,27,2225,24.7,1,2,3,1,0,0,2,0,0.04,0.08,0.12,0.04,0.12,24.7,0,43,21,2,28,14,29,,,0,1,40,5,12.5,1.62,0.2,0.03,0.2,0,0
FRA-Ligue 1,2425,Lens,Angelo Fulgini,NCL,MF,27,1996,23,11,1045,11.6,1,1,2,1,0,0,3,0,0.09,0.09,0.17,0.09,0.17,11.6,0,15,26,3,45,2,10,,,0,1,26,9,34.6,2.24,0.78,0.04,0.11,0,0
FRA-Ligue 1,2425,Lens,Brice Samba,FRA,GK,30,1994,15,15,1350,15.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,15.0,0,0,2,0,0,1,0,,,0,0,0,0,,0.0,0.0,,,0,0
FRA-Ligue 1,2425,Lens,David Costa,POR,MF,23,2001,11,3,352,3.9,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,3.9,0,3,4,0,15,1,0,,,0,0,9,3,33.3,2.3,0.77,0.0,0.0,0,0
FRA-Ligue 1,2425,Lens,Deiver Machado,COL,"DF,MF",30,1993,27,20,1805,20.1,1,4,5,1,0,0,7,2,0.05,0.2,0.25,0.05,0.25,20.1,1,28,30,5,49,16,27,,,0,1,23,5,21.7,1.15,0.25,0.04,0.2,0,0
FRA-Ligue 1,2425,Lens,Facundo Medina,ARG,DF,25,1999,29,29,2543,28.3,0,1,1,0,0,0,15,1,0.0,0.04,0.04,0.0,0.04,28.3,1,29,22,0,16,31,30,,,0,0,27,3,11.1,0.96,0.11,0.0,0.0,0,0
FRA-Ligue 1,2425,Lens,Florian Sotoca,FRA,"FW,MF",33,1990,31,22,1794,19.9,1,1,2,1,0,0,2,1,0.05,0.05,0.1,0.05,0.1,19.9,0,15,20,6,75,14,13,,,0,1,47,18,38.3,2.36,0.9,0.02,0.06,0,0
FRA-Ligue 1,2425,Lens,Gabin Capuano,FRA,FW,18,2006,1,0,11,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0,1,0,0,0,0,0,,,0,0,0,0,,0.0,0.0,,,0,0
FRA-Ligue 1,2425,Lens,Goduine Koyalipou,CTA,FW,24,2000,15,12,885,9.8,4,0,4,4,0,0,0,0,0.41,0.0,0.41,0.41,0.41,9.8,0,8,6,6,2,1,2,,,0,4,42,15,35.7,4.27,1.53,0.1,0.27,0,0
FRA-Ligue 1,2425,Lens,Hamzat Ojediran,NGA,MF,20,2003,17,1,416,4.6,1,0,1,1,0,0,5,0,0.22,0.0,0.22,0.22,0.22,4.6,0,17,3,1,2,10,15,,,0,1,10,3,30.0,2.16,0.65,0.1,0.33,0,0
FRA-Ligue 1,2425,Lens,Hervé Koffi,BFA,GK,27,1996,5,5,450,5.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,5.0,0,0,0,0,0,0,1,,,0,0,0,0,,0.0,0.0,,,0,0
FRA-Ligue 1,2425,Lens,Jeremy Agbonifo,SWE,FW,18,2005,8,1,300,3.3,1,0,1,1,0,0,1,0,0.3,0.0,0.3,0.3,0.3,3.3,0,14,5,2,7,1,5,,,0,1,6,4,66.7,1.8,1.2,0.17,0.25,0,0
FRA-Ligue 1,2425,Lens,Jhoanner Chávez,ECU,MF,22,2002,10,7,596,6.6,1,0,1,1,0,0,1,0,0.15,0.0,0.15,0.15,0.15,6.6,0,10,8,2,31,6,5,,,0,1,5,3,60.0,0.76,0.45,0.2,0.33,0,0
FRA-Ligue 1,2425,Lens,Jonathan Gradit,FRA,DF,31,1992,25,24,2112,23.5,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,23.5,0,28,16,0,10,26,22,,,0,0,16,4,25.0,0.68,0.17,0.0,0.0,0,0
FRA-Ligue 1,2425,Lens,Kembo Diliwidi,FRA,FW,18,2006,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,1,0,0,,,0,0,0,0,,0.0,0.0,,,0,0
FRA-Ligue 1,2425,Lens,Kevin Danso,AUT,DF,25,1998,12,12,1080,12.0,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,12.0,0,27,11,1,0,22,8,,,0,0,10,2,20.0,0.83,0.17,0.0,0.0,0,0
FRA-Ligue 1,2425,Lens,Kyllian Antonio,FRA,"MF,DF",16,2008,3,2,139,1.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.5,0,2,3,0,2,3,2,,,0,0,1,0,0.0,0.65,0.0,0.0,,0,0
FRA-Ligue 1,2425,Lens,M'Bala Nzola,ANG,FW,27,1996,21,16,1460,16.2,6,1,7,6,0,0,3,1,0.37,0.06,0.43,0.37,0.43,16.2,0,30,13,23,1,5,4,,,0,6,47,18,38.3,2.9,1.11,0.13,0.33,0,0
FRA-Ligue 1,2425,Lens,Malang Sarr,FRA,DF,25,1999,21,15,1385,15.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,15.4,0,13,10,1,1,22,13,,,0,0,6,1,16.7,0.39,0.06,0.0,0.0,0,0
FRA-Ligue 1,2425,Lens,Martin Satriano,URU,FW,23,2001,7,0,88,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,4,1,0,1,0,1,,,0,0,5,0,0.0,5.11,0.0,0.0,,0,0
FRA-Ligue 1,2425,Lens,Mathew Ryan,AUS,GK,32,1992,14,14,1260,14.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,14.0,0,0,1,0,0,1,0,,,0,0,0,0,,0.0,0.0,,,0,0
FRA-Ligue 1,2425,Lens,Nampalys Mendy,SEN,MF,32,1992,10,7,588,6.5,0,1,1,0,0,0,2,0,0.0,0.15,0.15,0.0,0.15,6.5,0,11,12,0,2,10,9,,,0,0,3,0,0.0,0.46,0.0,0.0,,0,0
FRA-Ligue 1,2425,Lens,Neil El Aynaoui,MAR,MF,23,2001,24,17,1588,17.6,8,1,9,5,3,3,4,0,0.45,0.06,0.51,0.28,0.34,17.6,0,35,32,0,64,31,24,,,0,8,19,10,52.6,1.08,0.57,0.26,0.5,3,3
FRA-Ligue 1,2425,Lens,Przemysław Frankowski,POL,"MF,DF",29,1995,18,16,1387,15.4,4,2,6,2,2,2,3,0,0.26,0.13,0.39,0.13,0.26,15.4,0,18,7,1,77,20,20,,,0,4,16,7,43.8,1.04,0.45,0.13,0.29,2,2
FRA-Ligue 1,2425,Lens,Rayan Fofana,FRA,MF,18,2006,2,0,25,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.3,0,1,1,0,0,0,2,,,0,0,0,0,,0.0,0.0,,,0,0
FRA-Ligue 1,2425,Lens,Ruben Aguilar,FRA,"MF,DF",31,1993,16,13,1124,12.5,1,2,3,1,0,0,4,0,0.08,0.16,0.24,0.08,0.24,12.5,0,14,15,5,46,12,19,,,0,1,11,3,27.3,0.88,0.24,0.09,0.33,0,0
FRA-Ligue 1,2425,Lens,Rémy Labeau Lascary,GLP,"MF,FW",21,2003,14,6,637,7.1,2,1,3,2,0,0,5,0,0.28,0.14,0.42,0.28,0.42,7.1,0,23,9,10,19,1,10,,,0,2,14,5,35.7,1.98,0.71,0.14,0.4,0,0
FRA-Ligue 1,2425,Lens,Tom Pouilly,FRA,DF,21,2003,10,2,273,3.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,3.0,0,3,2,0,11,4,6,,,0,0,5,2,40.0,1.65,0.66,0.0,0.0,0,0
FRA-Ligue 1,2425,Lens,Wesley Saïd,FRA,FW,29,1995,24,11,905,10.1,3,0,3,3,0,0,4,0,0.3,0.0,0.3,0.3,0.3,10.1,0,22,4,7,8,2,11,,,0,3,17,7,41.2,1.69,0.7,0.18,0.43,0,0
FRA-Ligue 1,2425,Lille,Aaron Malouda,FRA,FW,18,2005,1,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,,0,0,0,0,,0.0,0.0,,,0,0
FRA-Ligue 1,2425,Lille,Alexsandro Ribeiro,BRA,DF,24,1999,30,30,2700,30.0,1,1,2,1,0,0,10,0,0.03,0.03,0.07,0.03,0.07,30.0,0,27,32,2,8,26,19,,,1,1,21,4,19.0,0.7,0.13,0.05,0.25,0,0
FRA-Ligue 1,2425,Lille,André Gomes,POR,MF,31,1993,20,16,1276,14.2,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,14.2,0,25,12,0,10,5,13,,,0,0,11,3,27.3,0.78,0.21,0.0,0.0,0,0
FRA-Ligue 1,2425,Lille,Angel Gomes,ENG,MF,23,2000,14,10,736,8.2,1,1,2,1,0,1,1,0,0.12,0.12,0.24,0.12,0.24,8.2,0,4,11,0,10,0,6,,,0,1,9,3,33.3,1.1,0.37,0.11,0.33,0,1
FRA-Ligue 1,2425,Lille,Ayyoub Bouaddi,MAR,MF,16,2007,24,11,1151,12.8,0,1,1,0,0,0,2,0,0.0,0.08,0.08,0.0,0.08,12.8,0,18,9,0,3,12,32,,,0,0,3,1,33.3,0.23,0.08,0.0,0.0,0,0
FRA-Ligue 1,2425,Lille,Aïssa Mandi,ALG,DF,32,1991,24,20,1733,19.3,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,19.3,0,7,9,1,10,14,18,,,0,0,6,2,33.3,0.31,0.1,0.0,0.0,0,0
FRA-Ligue 1,2425,Lille,Bafodé Diakité,FRA,DF,23,2001,31,31,2766,30.7,4,1,5,4,0,0,8,1,0.13,0.03,0.16,0.13,0.16,30.7,1,44,17,1,4,26,19,,,0,4,16,7,43.8,0.52,0.23,0.25,0.57,0,0
FRA-Ligue 1,2425,Lille,Benjamin André,FRA,MF,33,1990,30,30,2692,29.9,0,3,3,0,0,0,12,0,0.0,0.1,0.1,0.0,0.1,29.9,0,50,49,3,17,49,58,,,0,0,16,4,25.0,0.53,0.13,0.0,0.0,0,0
FRA-Ligue 1,2425,Lille,Chuba Akpom,ENG,FW,28,1995,14,6,639,7.1,3,1,4,2,1,2,0,0,0.42,0.14,0.56,0.28,0.42,7.1,0,11,15,2,1,0,5,,,0,3,20,11,55.0,2.82,1.55,0.1,0.18,1,2
FRA-Ligue 1,2425,Lille,Edon Zhegrova,KVX,MF,25,1999,12,12,978,10.9,4,1,5,4,0,0,1,0,0.37,0.09,0.46,0.37,0.46,10.9,0,10,11,5,58,4,2,,,0,4,23,9,39.1,2.12,0.83,0.17,0.44,0,0
FRA-Ligue 1,2425,Lille,Ethan Mbappé,FRA,MF,17,2006,10,1,222,2.5,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,2.5,0,5,1,1,14,1,2,,,0,0,11,4,36.4,4.46,1.62,0.0,0.0,0,0
FRA-Ligue 1,2425,Lille,Gabriel Gudmundsson,SWE,"DF,MF",25,1999,30,20,1785,19.8,2,0,2,2,0,0,3,0,0.1,0.0,0.1,0.1,0.1,19.8,0,30,42,5,59,17,24,,,0,2,18,5,27.8,0.91,0.25,0.11,0.4,0,0
FRA-Ligue 1,2425,Lille,Hákon Haraldsson,ISL,MF,21,2003,25,21,1755,19.5,5,3,8,5,0,0,3,0,0.26,0.15,0.41,0.26,0.41,19.5,0,19,27,3,58,8,15,,,0,5,35,13,37.1,1.79,0.67,0.14,0.38,0,0
FRA-Ligue 1,2425,Lille,Ismaily,BRA,DF,34,1990,16,10,904,10.0,0,1,1,0,0,0,4,0,0.0,0.1,0.1,0.0,0.1,10.0,0,13,6,0,16,14,17,,,0,0,10,5,50.0,1.0,0.5,0.0,0.0,0,0
FRA-Ligue 1,2425,Lille,Jonathan David,CAN,FW,24,2000,32,28,2554,28.4,16,5,21,10,6,7,4,0,0.56,0.18,0.74,0.35,0.53,28.4,0,25,36,10,4,7,9,,,0,16,73,35,47.9,2.57,1.23,0.14,0.29,6,7
FRA-Ligue 1,2425,Lille,Lucas Chevalier,FRA,GK,22,2001,34,34,3060,34.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,34.0,0,0,7,0,0,0,2,,,0,0,0,0,,0.0,0.0,,,0,0
FRA-Ligue 1,2425,Lille,Matias Fernandez-Pardo,BEL,"MF,FW",19,2005,22,12,1065,11.8,4,2,6,4,0,0,4,0,0.34,0.17,0.51,0.34,0.51,11.8,0,18,21,3,30,3,9,,,0,4,23,12,52.2,1.94,1.01,0.17,0.33,0,0
FRA-Ligue 1,2425,Lille,Mitchel Bakker,NED,"MF,DF",24,2000,24,14,1139,12.7,3,2,5,3,0,0,3,1,0.24,0.16,0.4,0.24,0.4,12.7,0,18,9,4,68,13,13,,,0,3,23,10,43.5,1.82,0.79,0.13,0.3,0,0
FRA-Ligue 1,2425,Lille,Mohamed Lamine Bayo,GUI,FW,26,1998,12,4,309,3.4,2,1,3,2,0,0,1,0,0.58,0.29,0.87,0.58,0.87,3.4,0,6,2,0,0,0,1,,,0,2,10,4,40.0,2.91,1.17,0.2,0.5,0,0
FRA-Ligue 1,2425,Lille,Nabil Bentaleb,ALG,MF,29,1994,10,3,329,3.7,1,0,1,1,0,0,0,0,0.27,0.0,0.27,0.27,0.27,3.7,0,3,1,0,6,5,3,,,0,1,5,1,20.0,1.37,0.27,0.2,1.0,0,0
FRA-Ligue 1,2425,Lille,Ngal'Ayel Mukau,COD,MF,19,2004,22,14,1190,13.2,0,1,1,0,0,0,4,0,0.0,0.08,0.08,0.0,0.08,13.2,0,19,15,0,5,17,18,,,0,0,11,2,18.2,0.83,0.15,0.0,0.0,0,0
FRA-Ligue 1,2425,Lille,Osame Sahraoui,MAR,MF,23,2001,30,10,1293,14.4,3,3,6,3,0,0,1,0,0.21,0.21,0.42,0.21,0.42,14.4,0,8,12,1,12,6,8,,,0,3,23,9,39.1,1.6,0.63,0.13,0.33,0,0
FRA-Ligue 1,2425,Lille,Ousmane Toure,FRA,DF,19,2005,1,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0,0,0,0,0,1,0,,,0,0,0,0,,0.0,0.0,,,0,0
FRA-Ligue 1,2425,Lille,Rémy Cabella,FRA,MF,34,1990,23,12,1011,11.2,1,2,3,1,0,0,1,0,0.09,0.18,0.27,0.09,0.27,11.2,0,16,19,2,60,7,19,,,0,1,30,7,23.3,2.67,0.62,0.03,0.14,0,0
FRA-Ligue 1,2425,Lille,Thomas Meunier,BEL,DF,32,1991,30,21,1928,21.4,2,0,2,2,0,0,5,0,0.09,0.0,0.09,0.09,0.09,21.4,0,27,3,3,61,34,39,,,0,2,28,11,39.3,1.31,0.51,0.07,0.18,0,0
FRA-Ligue 1,2425,Lille,Tiago Santos,POR,"DF,MF",22,2002,7,4,404,4.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,4.5,0,6,10,2,19,2,7,,,0,0,8,4,50.0,1.78,0.89,0.0,0.0,0,0
FRA-Ligue 1,2425,Lille,Younes Lachaab,FRA,MF,19,2005,2,0,9,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0,1,0,0,0,1,1,,,0,0,1,0,0.0,10.0,0.0,0.0,,0,0
FRA-Ligue 1,2425,Lyon,Abner,BRA,"DF,MF",24,2000,19,12,1090,12.1,1,1,2,1,0,0,1,0,0.08,0.08,0.17,0.08,0.17,12.1,0,16,4,0,31,6,20,,,0,1,7,3,42.9,0.58,0.25,0.14,0.33,0,0
FRA-Ligue 1,2425,Lyon,Adryelson,BRA,DF,26,1998,1,0,1,0.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,,,0,0,0,0,,0.0,0.0,,,0,0
FRA-Ligue 1,2425,Lyon,Ainsley Maitland-Niles,ENG,"DF,MF",26,1997,32,20,1985,22.1,1,4,5,1,0,0,1,0,0.05,0.18,0.23,0.05,0.23,22.1,0,16,10,3,48,25,43,,,0,1,22,7,31.8,1.0,0.32,0.05,0.14,0,0
FRA-Ligue 1,2425,Lyon,Alejandro Rodriguez,POR,FW,16,2008,1,0,20,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.2,0,0,0,0,1,0,0,,,0,0,0,0,,0.0,0.0,,,0,0
FRA-Ligue 1,2425,Lyon,Alexandre Lacazette,FRA,FW,33,1991,30,24,2051,22.8,15,2,17,10,5,6,5,0,0.66,0.09,0.75,0.44,0.53,22.8,0,48,33,20,17,8,6,,,0,15,59,37,62.7,2.59,1.62,0.17,0.27,5,6
FRA-Ligue 1,2425,Lyon,Clinton Mata,ANG,DF,31,1992,29,27,2370,26.3,0,4,4,0,0,0,6,0,0.0,0.15,0.15,0.0,0.15,26.3,0,27,34,1,39,47,29,,,0,0,5,0,0.0,0.19,0.0,0.0,,0,0
FRA-Ligue 1,2425,Lyon,Corentin Tolisso,FRA,MF,29,1994,32,27,2329,25.9,7,4,11,7,0,0,4,0,0.27,0.15,0.43,0.27,0.43,25.9,0,44,50,8,33,21,24,,,0,7,51,20,39.2,1.97,0.77,0.14,0.35,0,0
FRA-Ligue 1,2425,Lyon,Duje Ćaleta-Car,CRO,DF,27,1996,19,17,1584,17.6,1,0,1,1,0,0,8,0,0.06,0.0,0.06,0.06,0.06,17.6,0,27,9,2,1,16,12,,,0,1,11,1,9.1,0.62,0.06,0.09,1.0,0,0
FRA-Ligue 1,2425,Lyon,Ernest Nuamah,GHA,"MF,FW",20,2003,23,13,1052,11.7,3,1,4,3,0,0,2,0,0.26,0.09,0.34,0.26,0.34,11.7,0,18,11,7,30,8,11,,,0,3,28,13,46.4,2.4,1.11,0.11,0.23,0,0
FRA-Ligue 1,2425,Lyon,Georges Mikautadze,GEO,"FW,MF",23,2000,34,13,1449,16.1,11,6,17,8,3,4,2,0,0.68,0.37,1.06,0.5,0.87,16.1,0,7,23,3,9,4,6,,,0,11,56,26,46.4,3.48,1.61,0.14,0.31,3,4
FRA-Ligue 1,2425,Lyon,Gift Orban,NGA,FW,22,2002,3,2,186,2.1,2,0,2,2,0,0,1,0,0.97,0.0,0.97,0.97,0.97,2.1,0,5,1,4,1,0,0,,,0,2,4,3,75.0,1.94,1.45,0.5,0.67,0,0
FRA-Ligue 1,2425,Lyon,Jordan Veretout,FRA,MF,31,1993,27,19,1553,17.3,2,0,2,2,0,0,3,0,0.12,0.0,0.12,0.12,0.12,17.3,0,23,11,0,26,6,14,,,0,2,21,9,42.9,1.22,0.52,0.1,0.22,0,0
FRA-Ligue 1,2425,Lyon,Lucas Perri,BRA,GK,26,1997,33,33,2970,33.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,33.0,0,1,4,0,0,0,0,,,0,0,0,0,,0.0,0.0,,,0,0
FRA-Ligue 1,2425,Lyon,Mahamadou Diawara,FRA,MF,19,2005,2,0,16,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.2,0,1,0,0,0,0,0,,,0,0,0,0,,0.0,0.0,,,0,0
FRA-Ligue 1,2425,Lyon,Malick Fofana,BEL,"FW,MF",19,2005,29,16,1589,17.7,5,4,9,5,0,0,2,0,0.28,0.23,0.51,0.28,0.51,17.7,0,13,36,10,71,8,12,,,0,5,31,15,48.4,1.76,0.85,0.16,0.33,0,0
FRA-Ligue 1,2425,Lyon,Mama Samba Baldé,GNB,"FW,MF",28,1995,2,0,33,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.4,0,1,1,0,0,0,2,,,0,0,1,0,0.0,2.73,0.0,0.0,,0,0
FRA-Ligue 1,2425,Lyon,Maxence Caqueret,FRA,MF,24,2000,9,6,573,6.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,6.4,0,4,6,1,6,8,11,,,0,0,7,1,14.3,1.1,0.16,0.0,0.0,0,0
